LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %
0,2391,0, 56.46173149309912,58.59375, 55.78512396694215
1,3267,0, 73.46189164370982, 98.68421052631578, 67.91171477079793
2,11039,0, 4.348219947459009,100, 3.3333333333333237
3,3794,0, 4.1512915129151295, 95.45454545454545, 3.1818181818181768
4,505,0, 2.599009900990099, 59.65909090909091, 1.9886363636363646
,20996,,11.42414729,80.07822572,
